"id","title","mini_description","category_id","description","image","price","slug","manufacturer","power","temperature","protection","warranty","created_at","updated_at"
"1","TOP Светильники TOP с зеркальной параболической решеткой","Накладной светильник для учебных и офисных помещений с параболической отражающей решеткой из алюминия Alanod, обеспечивающей оптимальное светораспределение и высокий КПД. Возможно соединение в линию.","2","Особенности  Установка Крепление на поверхность потолка или на тросовых подвесах. Возможен монтаж светильников в линию с помощью соединителя TOP. Для установки светильника необходимо заказать Комплект крепления Х4 - 2995000040.   Конструкция Цельнометаллический корпус из листовой стали, покрытый белой порошковой краской , с торцевыми крышками из полимерного материала. В корпусе установлена  пускорегулирующая аппаратура.   Оптическая часть Экранирующая параболическая  решетка изготовлена из анодированного зеркального или матового алюминия. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Для установки светильника на опорную поверхность необходимо заказать Комплект крепления Х4 (код заказа – 2995000040)","https://www.ltcompany.com/media/cache/77/31/773101268a72a1210d56e4574fdbcb3d.png",NULL,"top-svetilniki-top-s-zerkalnoi-parabolicheskoi-reshetkoi","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"2","STANDARD LED G2 Светодиодные светильники STANDARD G2 с рассеивателем","Бюджетный светодиодный светильник для освещения офисных и административных помещений, коридоров. STANDARD LED G2 служат прямой заменой ламповых светильников типа ЛВО 4x18.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм, а также возможен накладной монтаж на поверхность.   Конструкция Цельнометаллический корпус из листовой стали, окрашенный белой порошковой краской.   Оптическая часть Призматический (PRS) или опаловый (OPL) рассеиватель из SAN-пластика. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/7b/7d/7b7df5907427ec81d44b2908eb2d2c84.png",NULL,"standard-led-g2-svetodiodnye-svetilniki-standard-g2-s-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"3","LTX,LTX LINE Светильники LTX с призматическим рассеивателем","Доступный накладной светильник с призматическим рассеивателем обеспечивает мягкое рассеивание света и равномерное его распределение в помещении. Возможно соединение светильников в линию (версии LS, LC, LF).","2","Особенности  Установка Крепление на поверхность потолка или на тросовых подвесах (max 2 метра). Код заказа подвесов – 2901000240 (2 комплекта подвесов на один светильник). Для установки светильника на поверхность потолка необходимо заказать -Комплект крепления X3 (код заказа – 2995000030). Светильник может комплектоваться защитной решеткой. Код заказа – 1451000010.   Конструкция Цельнометаллический  корпус из листовой стали, покрытый белой порошковой краской, с торцевыми крышками из полимерного материала. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Призматический рассеиватель из прозрачного полимерного материала, изготовлен методом экструзии.   Тип источника света ЛЛ   Комплектация Для подвеса светильников требуется дополнительно заказать тросовый подвес (max 2 метра). Код заказа подвесов – 2901000240 (2 комплекта подвесов на один светильник). Для установки светильника на поверхность потолка необходимо заказать -Комплект крепления X3 (код заказа – 2995000030). Светильник может комплектоваться защитной решеткой. Код заказа – 1451000010.","https://www.ltcompany.com/media/cache/60/d8/60d83ae38a7e9375e5958016abaf101d.png",NULL,"ltx-ltx-line-svetilniki-ltx-s-prizmaticheskim-rasseivatelem","Световые технологии",NULL,NULL,"IP40","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"4","ARS/S Светильники ARS с зеркальной экранизирующей решеткой","Накладной светильник для учебных и офисных помещений. V-образная отражающая решетка из алюминия марки Alanod обеспечивает высокий КПД светильника.","2","Особенности  Установка Крепление на поверхность потолка. Для установки светильника необходимо заказать Комплект крепления X4 (код заказа – 2995000040).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Экранирующая  решетка изготовлена из зеркального алюминия. Устанавливается в корпус скрытыми пружинами. Светильник может комплектоваться решеткой  из матового алюминия.   Тип источника света ЛЛ   Комплектация Для установки светильника на опорную поверхность необходимо заказать Комплект крепления Х4 (код заказа – 2995000040)","https://www.ltcompany.com/media/cache/26/8a/268a179b80392d408fcd10ccb4c9d765.png",NULL,"ars-s-svetilniki-ars-s-zerkalnoi-ekraniziruiushchei-reshetkoi","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"5","AOT.OPL ECO LED Светодиодные светильники AOT с опаловым рассеивателем серии ECO","Светильник для освещения учебных заведений, офисных помещений, торговых залов, где установка светильников осуществляется непосредственно на поврехность потолка. Опаловый рассеиватель создает равномерное свечение, исключающее слепящий эффект.","2","Особенности  Установка Крепление на поверхность потолка. Установочные элементы для крепления заказывются отдельно. Комплект крепления X4 - 2995000040.   Конструкция Цельнометаллический корпус из листовой стали, покрытый белой порошковой краской.   Оптическая часть Светодиодный модуль ECO LED обеспечивает равномерную бестеневую засветку рассеивателя светильника. Опаловый рассеиватель из ПММА изготовлен методом выдува. Крепиться к корпусу поворотными задвижками. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Установочные элементы для крепления заказываются отдельно. Комплект крепления X4 - 2995000040.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/9a/f0/9af0083a73cdafb6d5b11246b9320153.png",NULL,"aot-opl-eco-led-svetodiodnye-svetilniki-aot-s-opalovym-rasseivatelem-serii-eco","Световые технологии",NULL,NULL,"IP40","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"6","STANDARD LED G3 Светодиодные светильники STANDARD G3 с рассеивателем","Бюджетный светодиодный светильник для освещения офисных и административных помещений, коридоров. STANDARD LED G3 служат прямой заменой ламповых светильников типа ЛВО 4x18.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 24 мм, а также возможен накладной монтаж на поверхность.   Конструкция Цельнометаллический корпус из листовой стали, окрашенный белой порошковой краской.   Оптическая часть Призматический (PRS) или опаловый (OPL) рассеиватель из светостабилизированного пластика. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/24/13/24130cbf74d52c26da13a51eaa64b0b4.png",NULL,"standard-led-g3-svetodiodnye-svetilniki-standard-g3-s-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"7","ARS/R Светильники ARS с зеркальной экранизирующей решеткой","Встраиваемый светильник для учебных и офисных помещений. V-образная отражающая решетка из алюминия марки Alanod обеспечивает высокий КПД светильника.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм или в подшивные потолки из гипсокартона с помощью клипс. Код заказа клипс — 2905000110 (6 штук — для модификации 4х36,4 штуки -  для остальных).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Экранирующая  решетка изготовлена из зеркального алюминия. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Светильник в сборе.","https://www.ltcompany.com/media/cache/9a/4d/9a4d56cab90b296c68bab5de1f5bf759.png",NULL,"ars-r-svetilniki-ars-s-zerkalnoi-ekraniziruiushchei-reshetkoi","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"8","RKL XL LED Накладной светодиодный светильник из ПММА","Накладной светодиодный светильник, создающий диффузное освещение. Опаловый рассеиватель из ПММА, изготовленный методом выдува.","2","Особенности  Установка На стену/потолок   Конструкция Опаловый рассеиватель из ПММА, изготовленный методом выдува. Рассеиватель  крепится к металлической плате на специальных защелках. На плате установлена пускорегулирующая аппаратура.   Оптическая часть Опаловый рассеиватель из ПММА   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/06/d6/06d655bb7a6f8660f73bb2ac890efd56.png",NULL,"rkl-xl-led-nakladnoi-svetodiodnyi-svetilnik-iz-pmma","Световые технологии",NULL,NULL,"IP40","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"9","PTF UNI LED Светодиодные cветильники PTF","Универсальный светильник для офисных и учебных помещений с бипараболической отражающей решеткой из алюминия марки MIRO и рассеивателями из ПММА, обеспечивающими комфортный свет, отсуствие бликов на мониторах компьютеров.","2","Особенности  Установка Крепление светильника на поверхность потолка. Так же светильник можно встраивать в подвесные потолки типа ""Армстронг"" с шириной полки несущего Т-образного профиля 15 и 24 мм.   Конструкция Цельнометаллический сварной корпус, покрытый порошковой краской белого цвета. Внутри корпуса установлены линейные светодиодные модули и драйвер.   Оптическая часть Зеркальная бипараболическая решетка из анодированного алюминия марки MIRO (устанавливается в корпус скрытыми пружинами), а так же рассеиватели из ПММА, установленные непосредственно на кластеры. Устанавливается в корпус скрытыми пружинами. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Для установки светильника на поверхность потолка необходимо заказать ""Комплект креплений Х4"" (код заказа 2995000040).   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/a8/7e/a87e3074f0da6eee65dc3d1787e4885e.png",NULL,"ptf-uni-led-svetodiodnye-cvetilniki-ptf","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"10","LTX LED Светодиодные светильники LTX с призматическим рассеивателем","Доступный накладной светильник с призматическим рассеивателем обеспечивает мягкое рассеивание света и равномерное его распределение в помещении. Возможно соединение светильников в линию (версии CS, CE, CL).","2","Особенности  Установка Крепление на поверхность потолка или на тросовых подвесах (max 2 метра). Код заказа подвесов – 2901000240 (2 комплекта подвесов на один светильник). Для установки светильника на поверхность потолка необходимо заказать -Комплект крепления X3 (код заказа – 2995000030). Светильник может комплектоваться защитной решеткой. Код заказа – 1451000010.   Конструкция Цельнометаллический  корпус из листовой стали, покрытый белой порошковой краской, с торцевыми крышками из полимерного материала. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Призматический рассеиватель из прозрачного полимерного материала, изготовлен методом экструзии.   Тип источника света LED   Комплектация При установке в линию необходимо использовать светильники с обозначениями CS, CE, CL: CS – начальный элемент линии; CL – конечный элемент линии; CE – основной элемент линии. Максимальное количество светильников, объединяющихся в одну световую линию со сквозной проводкой – 60 шт. Для подвеса светильников требуется дополнительно заказать тросовый подвес (max 2 метра). Код заказа подвесов – 2901000240 (2 комплекта подвесов на один светильник). Для установки светильника на поверхность потолка необходимо заказать -Комплект крепления X3 (код заказа – 2995000030). Светильник может комплектоваться защитной решеткой. Код заказа – 1451000010.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/60/d8/60d83ae38a7e9375e5958016abaf101d.png",NULL,"ltx-led-svetodiodnye-svetilniki-ltx-s-prizmaticheskim-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"11","PRB/R Светильники с зеркальной параболической решеткой PRB","Встраиваемый светильник для учебных и офисных помещений с параболической отражающей решеткой из алюминия Alanod, обеспечивающей оптимальное светораспределение и высокий КПД.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг или в подшивные потолки из гипсокартона с помощью клипс. Код заказа клипс — 2905000110 (6 штуки- для модификации 4x36, 4 штуки для остальных).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой  порошковой краской . В корпусе установлен  пускорегулирующая аппаратура.   Оптическая часть Экранирующая решетка изготовлена из анодированного алюминия. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Светильник в сборе.","https://www.ltcompany.com/media/cache/6f/9f/6f9f9f0a553d8835fd6623ce11fda61e.png",NULL,"prb-r-svetilniki-s-zerkalnoi-parabolicheskoi-reshetkoi-prb","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"12","PRS/S Светильники PRS с призматическим рассеивателем","Накладной светильник для учебных и офисных помещений. Призматический рассеиватель из ПММА обеспечивает высокий КПД светильника.","2","Особенности  Установка Крепление на поверхность потолка. Для установки светильника необходимо заказать Комплект крепления X4 (код заказа – 2995000040).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Рассеиватель из ПММА с призматической структурой в металлической рамке. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Для установки светильника на опорную поверхность необходимо заказать Комплект крепления Х4 (код заказа – 2995000040)","https://www.ltcompany.com/media/cache/5b/82/5b8227577fe91d53341d7dbb8634c93b.png",NULL,"prs-s-svetilniki-prs-s-prizmaticheskim-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"13","OTX LED Светодиодные светильники отраженного света OTX","Встраиваемый  светильник для учебных и офисных помещений, кабинетов и переговорных. Уникальность данного светодиодного светильника заключается в совмещение великолепного дизайна, комфортности отраженного света и высокой эффективности.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм. Так же доступна модификация для установки в потолки GRILIATO.   Конструкция Цельнометаллический  сварной корпус из листовой стали, покрытый белой  матовой порошковой краской.   Оптическая часть Алюминиевый профиль, покрытый белой матовой краской, на внутренней стороне которого установлены светодиоды, закрытые прозрачным рассеивателем из ПММА.   Тип источника света LED   Комплектация Светильник в сборе. Цветовая температура - 3000К  под заказ.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/10/ab/10ab9410cc07483997cc80728246b4a9.png",NULL,"otx-led-svetodiodnye-svetilniki-otrazhennogo-sveta-otx","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"14","SLIM LED Ультратонкие светодиодные светильники SLIM","Тонкий светодиодный светильник для офисных и учебных помещений. SLIM LED - лучший выбор для помещений, где необходим мягкий рассеянный свет и равномерная засветка рассеивателя, а также для помещений с ограниченным запотолочным пространством. Светильник состоит из сверхтонкого алюминиевого корпуса, окрашенного белой порошковой краской с опаловым рассеивателем. Светильники идеально удовлетворяют требованиям для применения в образовательных учреждениях. Значение габаритной яркости составляет 2400 кд/м. кв., неравномерность распределения яркости составляет не более 1:1.","2","Особенности  Установка Встраивается в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм или устанавливается на подвесах на опорную поверхность потолка. Комплект подвесов заказывается отдельно (код заказа - 2704000010).   Конструкция Сверхтонкий корпус из алюминиевого профиля.   Оптическая часть Опаловый рассеиватель из ПММА. Светодиоды расположены в торцевой части светильника. Тип светодиодов: SMD.   Тип источника света Нет значения   Комплектация Комплект подвесов заказывается отдельно (код заказа - 2704000010). Корпус светильника оснащен элементами для крепления подвесов.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/e1/18/e118308742b25f04b38b6d07b91ba8a7.png",NULL,"slim-led-ultratonkie-svetodiodnye-svetilniki-slim","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"15","ARS/R UNI LED Светодиодные cветильники ARS с зеркальной экранизирующей решеткой","Встраиваемый светодиодный светильник с V-образной отражающей решеткой для офисных помещений. Рассеиватели из ППМА, устанавливаемые на линейные светодиодные модули, обеспечивают световой комфорт.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм или в подшивные потолки из гипсокартона с помощью клипс.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой  порошковой краской. Внутри корпуса установлены линейные светодиодные модули и драйвер.   Оптическая часть Экранирующая решетка изготовлена из зеркального алюминия. Устанавливается в корпус скрытыми пружинами. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Для установки светильника в подшивные потолки из гипсокартона необходимо заказать комплект клипс. Код заказа клипс — 2905000110 (на один светильник необходимо заказвать 4 штуки).   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/86/3e/863e2114f679d96e71c7e6fc2920cbca.png",NULL,"ars-r-uni-led-svetodiodnye-cvetilniki-ars-s-zerkalnoi-ekraniziruiushchei-reshetkoi","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"16","ARS/S UNI LED Светодиодные cветильники ARS с зеркальной экранизирующей решеткой","Накладной светодиодный светильник с V-образной отражающей решеткой для офисных помещений. Рассеиватели из ППМА, устанавливаемые на линейные светодиодные модули, обеспечивают световой комфорт.","2","Особенности  Установка Крепление на поверхность потолка. Для установки светильника необходимо заказать  Комплект крепления X4 (код заказа - 2995000040).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. Внутри корпуса установлены линейные светодиодные модули и драйвер.   Оптическая часть Экранирующая  решетка изготовлена из зеркального алюминия. Устанавливается в корпус скрытыми пружинами. Светодиодные модули закрыты матовым рассеивателем из ПММА. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/c5/af/c5afeca9a1c39e230eb71e2957dae314.png",NULL,"ars-s-uni-led-svetodiodnye-cvetilniki-ars-s-zerkalnoi-ekraniziruiushchei-reshetkoi","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"17","OPTIMA ECO LED Светодиодные светильники OPTIMA","Оптимальное решение для освещения образовательных учреждений, офисных и административных учреждений. Универсальный корпус для монтажа в потолки типа Армстронг и на поверхность потолка. OPTIMA ECO LED служат прямой заменой ламповых светильников типа ЛПО 4x18 и ЛВО 4x18. Светильники удовлетворяют требованиям для применения в образовательных учреждениях. Значение габаритной яркости для модификаций с опаловым рассеивателем составляет 3400 кд/м. кв., неравномерность распределения яркости составляет не более 2:1.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм либо монтируются на поверхность потолка.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской.   Оптическая часть Призматический (PRS) или опаловый (OPL) рассеиватель из светостабилизированного пластика. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе. Цветовая температура - 3000К, 5000К  под заказ.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/4c/57/4c576b3b5d0b3fe83d03b4ecc470ebb2.png",NULL,"optima-eco-led-svetodiodnye-svetilniki-optima","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"18","OPTIMA ECO LED SCHOOL Светодиодные светильники OPTIMA","Бюджетное решение для освещения образовательных учреждений. Универсальный корпус для монтажа в потолки типа Армстронг и на поверхность потолка. OPTIMA ECO LED SCHOOL служат прямой заменой ламповых светильников типа ЛПО 4x18 и ЛВО 4x18. Светильники удовлетворяют требованиям для применения в образовательных учреждениях. Значение габаритной яркости для модификаций с опаловым рассеивателем составляет 3400 кд/м. кв., неравномерность распределения яркости составляет не более 2:1.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 24 мм либо монтируются на поверхность потолка.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской.   Оптическая часть Призматический (PRS) или опаловый (OPL) рассеиватель из светостабилизированного пластика. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе. Цветовая температура - 3000К, 5000К  под заказ.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/24/13/24130cbf74d52c26da13a51eaa64b0b4.png",NULL,"optima-eco-led-school-svetodiodnye-svetilniki-optima","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"19","OPL/R Cветильники OPL с опаловым рассеивателем","Встраиваемый светильник для учебных и офисных помещений. Опаловый рассеиватель из ПММА делает данный светильник оптимальным для помещений, где необходим мягкий рассеянный свет.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм или в подшивные потолки из гипсокартона с помощью клипс. Код заказа клипс — 2905000110 (6 штук — для модификации 4х36, 4 штуки — для остальных).   Конструкция Цельнометаллический  сварной корпус из листовой стали, покрытый белой  порошковой краской. В корпусе установлена  пускорегулирующая аппаратура.   Оптическая часть Опаловый рассеиватель из ПММА в металлической рамке. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Для установки светильника в подшивные потолки из гипсокартона необходимо заказать комплект клипс. Код заказа клипс — 2905000110 (6 штук- для модификации 4x36, 4 штуки для остальных).","https://www.ltcompany.com/media/cache/b0/6d/b06db69917e51211744fd209e5fd039f.png",NULL,"opl-r-cvetilniki-opl-s-opalovym-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"20","OPL/S ECO LED Светодиодные светильники OPL с опаловым рассеивателем","Накладной светодиодный светильник для учебных и офисных помещений с равномерной, бестеневой засветкой рассеивателя. OPL/S ECO LED - лушчий выбор для помещений, где необходим мягкий рассеянный свет и высокая энергоэффективность.","2","Особенности  Установка Крепление на поверхность потолка.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой  порошковой краской. В корпусе установлена пускорегулирующая аппаратура (драйвер).   Оптическая часть За счет равномерного распределения светодиодов по всей площади светильника, светодиодный модуль ECO LED обеспечивает  бестеневую засветку рассеивателя светильника. Опаловый рассеиватель из ПММА в металлической рамке. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/5e/70/5e7052bdf0f564ac1a3dd4ffa244a43a.png",NULL,"opl-s-eco-led-svetodiodnye-svetilniki-opl-s-opalovym-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"21","PRBLUX/S Светильники с двойной зеркальной параболической решеткой PRBLUX","Накладной светильник для офисных и учебных помещений с улучшенной параболической отражающей решеткой из алюминия Alanod, обеспечивающей оптимальное светораспределение и высокий КПД.","2","Особенности  Установка Крепление на поверхность потолка.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый порошковой краской белого цвета. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Зеркальная бипараболическая решетка изготовлена из алюминия. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Светильник в сборе.","https://www.ltcompany.com/media/cache/83/7f/837fde9169e5885496b9a6bd1050143d.png",NULL,"prblux-s-svetilniki-s-dvoinoi-zerkalnoi-parabolicheskoi-reshetkoi-prblux","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"22","DR.OPL ECO LED Светодиодные светильники DR.OPL с опаловым дропдиффузором","Встраиваемый светильник для учебных и офисных помещений. Особенностью светильника является рассеиватель, выступающий из потолка на 3,5 см, что дает отраженный от потолка свет и увеличивает в помещении цилиндрическую освещенность. Даже в сочетании с обычными подвесными потолками светильники DR.OPL ECO LED создают максимально комфортную световую среду.","2","Особенности  Установка Встраивается в подвесные потолки типа «Армстронг» с шириной полки несущего Т-образного профиля 15 и 24 мм или подшивные потолки из гипсокартона с помощью клипс.   Конструкция Цельнометаллический сварной корпус, покрытый белой порошковой краской.   Оптическая часть Опаловый рассеиватель из ПММА изготовлен методом выдува. Устанавливается в корпус скрытыми пружинам. Рассеиватель и корпус светильника упакованы отдельно. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник поставляется в виде комплекта корпуса с установленными драйвером и LED модулями и рассеивателя. Для установки светильника в подшивные потолки из гипсокартона необходимо заказать клипсы. Код заказа клипс — 2905000110 (на 1 светильник необходимо заказывать 4 штуки).   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/97/cb/97cb138a0dbf74d330c11ac27a6a742e.png",NULL,"dr-opl-eco-led-svetodiodnye-svetilniki-dr-opl-s-opalovym-dropdiffuzorom","Световые технологии",NULL,NULL,"IP43/IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"23","AOT.PRS Светильники AOT с призматическим рассеивателем","Накладные светильники для учебных и офисных помещений с засветкой как фронтальной, так и торцевой части рассеивателя. Призматический рассеиватель из ПММА обеспечивает высокий КПД светильника.","2","Особенности  Установка Крепление на поверхность потолка. Установочные элементы для крепления заказываются отдельно. Для AOT.PRS: 118, 136 – Комплект крепления X3. Код заказа – 2995000030. 218, 236, 258, 418 – Комплект крепления X4. Код заказа – 2995000040.   Конструкция Цельнометаллический корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Призматический рассеиватель из прозрачного ПММА изготовлен методом выдува. Крепиться к корпусу поворотными задвижками.   Тип источника света ЛЛ   Комплектация Установочные элементы для крепления заказываются отдельно. Для AOT.PRS: 118, 136 – Комплект крепления X3. Код заказа – 2995000030. 218, 236, 258, 418 – Комплект крепления X4. Код заказа – 2995000040.","https://www.ltcompany.com/media/cache/8f/80/8f803256c202f5f50371402df93eb0fe.png",NULL,"aot-prs-svetilniki-aot-s-prizmaticheskim-rasseivatelem","Световые технологии",NULL,NULL,"IP40","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
