"id","title","mini_description","category_id","description","image","price","slug","manufacturer","power","temperature","protection","warranty","created_at","updated_at"
"27","PRBLUX/R Светильники с двойной зеркальной параболической решеткой PRBLUX","Встраиваемый светильник для офисных и учебных помещений с улучшенной параболической отражающей решеткой из алюминия Alanod, обеспечивающей оптимальное светораспределение и высокий КПД.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм или в подшивные потолки из гипсокартона с помощью клипс. Код заказа клипс — 2905000110 (6 штук- для модификации 4x36, 4 штуки для остальных).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлен  пускорегулирующая аппаратура.   Оптическая часть Зеркальная параболическая решетка из алюминия марки MIRO в алюминиевой рамке. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Для установки светильника в подшивные потолки из гипсокартона необходимо заказать комплект клипс. Код заказа клипс — 2905000110 (6 штук- для модификации 4x36, 4 штуки для остальных).","https://www.ltcompany.com/media/cache/93/74/93749fbb7b33aff3df4012b54c027e98.png",NULL,"prblux-r-svetilniki-s-dvoinoi-zerkalnoi-parabolicheskoi-reshetkoi-prblux","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"28","PTF/R Светильники PTF с лампами Т5","Встраиваемый светильник для офисных и учебных помещений с бипараболической отражающей решеткой из алюминия марки MIRO, обеспечивающей комфортный свет, отсуствие бликов на мониторах компьютеров, и высокий КПД. Предназначен для высокоэффективных ламп Т5.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм или в подшивные потолки из гипсокартона с помощью клипс. Код заказа клипс — 2905000110.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой  порошковой краской. В корпусе установлен электронный пускорегулирующий аппарат. Для всех светильников cos φ ≥ 0,96.   Оптическая часть Зеркальные бипараболические решетки MIRO в алюминиевой рамке. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Для установки светильника в подшивные потолки из гипсокартона необходимо заказать комплект клипс. Код заказа клипс — 2905000110 (4 штуки).","https://www.ltcompany.com/media/cache/59/de/59de7a97f8336f4b57051503b47bb294.png",NULL,"ptf-r-svetilniki-ptf-s-lampami-t5","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"29","WAVE ECO LED Светодиодные светильники WAVE с рассеивателем","Светодиодные светильники для офисных и учебных помещений. Доступны модификации с тремя или двумя световыми окнами. Сочетание стильного дизайна и доступной цены делает светильник WAVE ECO LED одним из лучших представителей сегмента встраиваемых светильников.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура (драйвер).   Оптическая часть Опаловый рассеиватель из ПММА. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/df/6f/df6ff2f55757150562e821f2df932cc6.png",NULL,"wave-eco-led-svetodiodnye-svetilniki-wave-s-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"30","STANDARD LED Светодиодные светильники STANDARD с рассеивателем","Бюджетный светодиодный светильник для освещения офисных и административных помещений, коридоров. STANDARD LED служат прямой заменой ламповых светильников типа ЛВО 4x18.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм.   Конструкция Цельнометаллический корпус из листовой стали с полимерным покрытием серого цвета.   Оптическая часть Призматический (PRS) или опаловый (OPL) рассеиватель из светостабилизированного пластика. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/5a/03/5a0386811a47a6a643d30e66dca6a8a5.png",NULL,"standard-led-svetodiodnye-svetilniki-standard-s-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"31","AOT.OPL Cветильники AOT с опаловым рассеивателем","Накладной светильник для учебных и офисных помещений с засветкой как фронтальной, так и торцевой части рассеивателя. Опаловый рассеиватель исключает слепящий эффект.","2","Особенности  Установка Крепление на поверхность потолка. Установочные элементы для крепления заказываются отдельно: 118, 136 - Комплект крепления Х3. Код для заказа - 2995000030). 218, 236, 258, 418 - Комплект крепления Х4. Код для заказа -  2995000040.   Конструкция Цельнометаллический корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Опаловый рассеиватель из ПММА изготовлен методом выдува. Крепиться к корпусу поворотными задвижками.   Тип источника света ЛЛ   Комплектация Установочные элементы для крепления заказываются отдельно: 118, 136 - Комплект крепления Х3. Код для заказа - 2995000030). 218, 236, 258, 418 - Комплект крепления Х4. Код для заказа - 2995000040.","https://www.ltcompany.com/media/cache/eb/5e/eb5ead8982c9c23c0e1ec3f4a23f10f3.png",NULL,"aot-opl-cvetilniki-aot-s-opalovym-rasseivatelem","Световые технологии",NULL,NULL,"IP40","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"32","PRS/R ECO LED Светодиодные светильники PRS с призматическим рассеивателем","Встраиваемый светодиодный светильник для учебных и офисных помещений с равномерной и бестеневой засветкой рассеивателя и высокой энергоэффективностью.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм, в потолки GRILIATO или в подшивные потолки из гипсокартона с помощью клипс.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура (драйвер).   Оптическая часть Светодиодный модуль ECO LED обеспечивает равномерную бестеневую засветку рассеивателя светильника. Рассеиватель из ПММА с призматической структурой в металлической рамке. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Для встройки в подшивные потолки из гипсокартона необходимо заказать комплект клипс. Код заказа клипс — 2905000110 (на один светильник заказывать 4 клипсы)   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/ad/d5/add513d635f92b06c18b2f56b2e9bc80.png",NULL,"prs-r-eco-led-svetodiodnye-svetilniki-prs-s-prizmaticheskim-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"33","PRS/R Светильники PRS с призматическим рассеивателем","Встраиваемый светильник для учебных и офисных помещений. Призматический рассеиватель из ПММА обеспечивает высокий КПД светильника.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм или в подшивные потолки из гипсокартона с помощью клипс.  Код заказа клипс — 2905000110 (6 штук — для модификаций 4х36, 4 штуки — для остальных).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой порошковой краской. В корпусе установлена пускорегулирующая аппаратура.   Оптическая часть Рассеиватель из ПММА с призматической структурой в металлической рамке. Устанавливается в корпус скрытыми пружинами.   Тип источника света ЛЛ   Комплектация Для установки светильника в подшивные потолки из гипсокартона необходимо заказать комплект клипс. Код заказа клипс — 2905000110 (6 штук- для модификации 4x36, 4 штуки для остальных).","https://www.ltcompany.com/media/cache/06/e0/06e04687c9db5c48a199ba77b32b9e0e.png",NULL,"prs-r-svetilniki-prs-s-prizmaticheskim-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"34","OTR/R LED Светодиодные светильники комбинированного света OTR","Встраиваемые светодиодные светильники для образовательных учреждений, офисных и административных помещений, где необходим мягкий рассеянный свет. Значение габаритной яркости составляет 4200 кд/м.кв., неравномерность распределения яркости составляет не более 2:1. Дизайнерская внешность и равномерная засветка рассеивателя сделают светильник OTR/R LED изюминкой любого помещения.","2","Особенности  Установка Встраиваются в подвесные потолки типа Армстронг с шириной полки несущего Т-образного профиля 15 и 24 мм.   Конструкция Цельнометаллический корпус из листовой стали, покрытый белой матовой порошковой краской.   Оптическая часть Светодиодный модуль обеспечивает равномерную, бестеневую засветку рассеивателя светильника. Рассеиватель из поликарбоната. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе. Для установки светильника в потолок ROCKFON sonar необходимо дополнительно заказать рамку Mounting frame OTR/R LED  for ROCKFON sonar E15 (код заказа 2117000010).   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/20/14/20144954ee8f1b0a87367af9fe43baa3.png",NULL,"otr-r-led-svetodiodnye-svetilniki-kombinirovannogo-sveta-otr","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"35","PRS/S ECO LED Светодиодные светильники PRS с призматическим рассеивателем","Накладной светодиодный светильник для офисных помещений с равномерной засветкой рассеивателя и высокой энергоэффективностью.","2","Особенности  Установка Крепление на поверхность потолка.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой  порошковой краской. В корпусе установлена пускорегулирующая аппаратура (драйвер).   Оптическая часть Светодиодный модуль ECO LED обеспечивает равномерную бестеневую засветку рассеивателя светильника. Рассеиватель из ПММА с призматической структурой в металлической рамке. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/68/42/68425eaf632e60e6f7f9e312f5102a2f.png",NULL,"prs-s-eco-led-svetodiodnye-svetilniki-prs-s-prizmaticheskim-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"36","AOT UNI LED Светодиодные светильники AOT с опаловым рассеивателем","Накладные светодиодные светильники для учебных и офисных помещений с засветкой как фронтальной, так и торцевой части рассеивателя. AOT.OPL UNI LED -оптимальный выбор для помещений, где необходим мягкий рассеянный свет, AOT.PRS UNI LED - для помещений, где необходима высокая энергоэффективность.","2","Особенности  Установка Крепление на поверхность потолка. Установочные элементы для крепления заказываются отдельно – «Комплект крепления X4» (код зазказа – 2995000040).   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый порошковой краской белого цвета либо цвета металлик. Внутри корпуса установлены линейные светодиодные модули и драйвер.   Оптическая часть Призматический (PRS) или опаловый (OPL) рассеиватель из ПММА. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/92/a3/92a3d0a46fbbe300cd6360ca4368baf5.png",NULL,"aot-uni-led-svetodiodnye-svetilniki-aot-s-opalovym-rasseivatelem","Световые технологии",NULL,NULL,"IP40","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"37","GRILIATO LED Светодиодные светильники для потолка типа GRILIATO","Корпус светильника разработан специально для подвеса вместе с решетчатыми потолками Грильято.","3","Особенности  Установка Устанавливаются на подвесах (не входят в комплект поставки) в потолки типа Грильято.   Конструкция Цельнометаллический корпус из листовой стали, покрытый белой порошковой краской. В корпусе предусмотрены специальные отверстия для подвеса в потолки Грильято.   Оптическая часть В OPL/R ECO LED опаловый рассеиватель из ПММА в металлической рамке. В PRS/R ECO LED рассеиватель из прозрачного полимерного материала с призматической структурой в металлической рамке. Тип светодиодов: SMD. Возможна комплектация рассеивателями безрамочной конструкции с микропризматической структурой из опалового или прозрачного ПММА.   Тип источника света LED   Комплектация Подвесы для установки в потолок Грильято необходимо приобретать отдельно.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/f7/ea/f7ead462259783de3b62eda6073bf991.png",NULL,"griliato-led-svetodiodnye-svetilniki-dlia-potolka-tipa-griliato","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"38","GRILIATO Светильники для потолка типа GRILIATO","Встраиваемые светильники для потолка Грильято.","3","Особенности  Установка Устанавливаются на подвесах (не входят в комплект поставки) в потолки типа Грильято.   Конструкция Цельнометаллический  корпус из листовой стали, покрытый белой порошковой краской.   Оптическая часть Зеркальная растровая решетка (ARS). Зеркальная параболическая решетка (PRB). Зеркальная бипараболическая решетка (PTF). Белая растровая решетка (WRS). Рассеиватель в металлической рамке (OPL, PRS).   Тип источника света ЛЛ   Комплектация Подвесы для установки в потолок Грильято необходимо приобретать отдельно.","https://www.ltcompany.com/media/cache/5e/ab/5eab6a50fa86e746f00183f949c23ec6.png",NULL,"griliato-svetilniki-dlia-potolka-tipa-griliato","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"39","OPL/R ECO LED Edges Светодиодные светильники с опаловым рассеивателем","Встраиваемые светодиодные светильники для наиболее распрастраненных кромок подвесных потолков производителей Armstrong, Ecophon, Rockfon и OWA на основе классических светильников семейства OPL/R ECO LED.","3","Особенности  Установка Встраиваются в подвесные потолки производителей Armstrong, Ecophon, Rockfon и OWA с шириной полки несущего Т-образного профиля 15 мм и 24 мм, для различных типов кромок, а также в гипсокартон при помощи специальных клипс.   Конструкция Цельнометаллический сварной корпус из листовой стали, покрытый белой  порошковой краской. В корпусе установлена пускорегулирующая аппаратура (драйвер).   Оптическая часть За счет равномерного расположения светодиодов во всей поверхности светильника, светодиодный модуль ECO LED обеспечивает бестеневую засветку рассеивателя светильника. Опаловый рассеиватель из ПММА в металлической рамке. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Для встройки в потолки из гипсокартона необходимо заказать клипсы. Код заказа клипс — 2905000110 (необходимо заказывать 4 шт).   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/b0/6d/b06db69917e51211744fd209e5fd039f.png",NULL,"opl-r-eco-led-edges-svetodiodnye-svetilniki-s-opalovym-rasseivatelem","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"40","REFLECT LED Светодиодная подвесная модульная система отраженного света REFLECT","Светодиодная подвесная модульная система для освещения офисных помещений класса А, кабинетов VIP-персон, шоу румов. В светильнике сочетаются дизайнерская внешность, высокая эффективность (>100 лм) и сверхкомфортный отраженный свет. Светильник REFLECT LED - когда свет и пространство на одной волне.","4","Особенности  Установка Монтируется на поверхность потолка на тросовых подвесах.   Конструкция Корпус светильника изготовлен из алюминиевого профиля, окрашенного порошковой краской цвета металлик. Торцевые крышки выполнены из алюминия методом литья под давлением. Драйвер расположен внутри корпуса светильника.   Оптическая часть Светодиодный модуль установлен на алюминиевом радиаторе и закрыт опаловым рассеивателем из ПММА, который исключает отражение отдельных светодиодов. В качестве отражающего материала используется белый матированный алюминий White Optics. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Система подвесов входит в комплект светильника. При установке в линию необходимо использовать модули: CS – начальный элемент модульной системы, светильник с одной торцевой крышкой, комплектом соединительных элементов и вводом питания; CL – конечный элемент модульной системы, светильник с одной торцевой крышкой и комплектом соединительных элементов; CE – основной элемент модульной системы, светильник без торцевых крышек, с комплектом соединительных элементов. Максимальное количество светильников, объединяющихся в одну световую линию со сквозной проводкой – 60 шт.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/f4/f6/f4f61d4930b0797ad277fa415d8d713f.png",NULL,"reflect-led-svetodiodnaia-podvesnaia-modulnaia-sistema-otrazhennogo-sveta-reflect","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"41","IZAR CUBE P LED Подвесной светодиодный светильник","Подвесной светильник, создающий диффузное освещение. Потолочная чашка и монтажная плата из листовой стали, окрашенной в белый цвет. Рассеиватель из опалового акрилового стекла белого цвета – WH. Боковые части рассеивателя могут быть выполнены в цветах: BU – синий, BL – черный, RD – красный.","4","Особенности  Установка На потолок на подвесах   Конструкция Потолочная чашка и монтажная плата из листовой стали, окрашенной в белый цвет. Рассеиватель из опалового акрилового стекла белого цвета – WH.   Оптическая часть Опаловый рассеиватель   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/3f/3a/3f3a5de3e3c18d6d60faba877f577796.png",NULL,"izar-cube-p-led-podvesnoi-svetodiodnyi-svetilnik","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"42","PHANTOM Подвесной светильник с рассеивателем из полиэтилена","Подвесной светильник, создающий диффузное освещение. Опаловый рассеиватель из полиэтилена, изготовленный методом ротационного формования. Установочная плата из окрашенного белой матовой краской металла. Новая светодиодная версия PHANTOM LED с эффективностью до 143 лм/вт. Серия CF обозначает возможность изменения цветовой температуры света в диапазоне от 2800K до 5800К в рамках DALI системы управления светильниками. OTX LED CF может являться частью автоматизированной инновационной DALI системы управления освещения, где имитируется солнечны цикл изменения цветовой температуры в течении дня, так же доступна возможность ручного управления цветовой температурой светильника с помощью DALI DT8 приборов управления освещением.","4","Особенности  Установка На потолок на подвесах   Конструкция Рассеиватель крепится к металлической арматуре, внутри которой находится пускорегулирующая аппаратура.   Оптическая часть Опаловый рассеиватель из полиэтилена   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/27/7c/277cc9ba14d2e778cb79f18fa5562b75.png",NULL,"phantom-podvesnoi-svetilnik-s-rasseivatelem-iz-polietilena","Световые технологии",NULL,NULL,"IP40","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"43","FLAME D Светильники подвесные FLAME D","Подвесная система для офисных и учебных помещений, переговорных и кабинетов. Строгий классический дизайн впишется почти в любой офисный интерьер.","4","Особенности  Установка Монтируются на поверхность потолка на тросовых подвесах, система подвесов входит в комплект.   Конструкция Корпус изготовлен из алюминиевого профиля, окрашен порошковой краской цвета металлик. В корпусе установлен электронный пускорегулирующий аппарат.   Оптическая часть Опаловый рассеиватель из ПММА. Возможен вариант светильников прямого-отраженного света. Необходимо дополгительно заказать аксессуар FL рассеиватель верхний.   Тип источника света ЛЛ   Комплектация Система подвесов входит в комплект светильника.","https://www.ltcompany.com/media/cache/97/3d/973d7ccc6759679c8baf214c42a08a97.png",NULL,"flame-d-svetilniki-podvesnye-flame-d","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"44","FLEX LED Подвесной светильник из экструзионного алюминия","Подвесной светодиодный светильник, создающий прямое диффузное освещение. Корпус светильника изготовлен из алюминиевого профиля, окрашенного порошковой краской. Отражатель окрашен белой матовой порошковой краской.","4","Особенности  Установка На потолок на подвесах   Конструкция Корпус светильника изготовлен из алюминиевого профиля, окрашенного белой порошковой краской.   Оптическая часть Нет значения   Тип источника света LED   Комплектация Нет значения   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/f9/37/f9374aad1cbb60fab2c94a653219b15c.png",NULL,"flex-led-podvesnoi-svetilnik-iz-ekstruzionnogo-aliuminiia","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"45","IZAR SQUARE P LED Подвесной светодиодный светильник","Подвесной светильник, создающий диффузное освещение. Допускается установка на стену части моделей. Потолочная чашка и монтажная плата из листовой стали, окрашенной в белый цвет. Рассеиватель из опалового акрилового стекла белого цвета – WH.","4","Особенности  Установка На потолок на подвесах   Конструкция Потолочная чашка и монтажная плата из листовой стали, окрашенной в белый цвет. Рассеиватель из опалового акрилового стекла.   Оптическая часть Опаловый рассеиватель   Тип источника света LED   Комплектация Светильник в сборе.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/a1/97/a197e672b309b81b7792415fe783c945.png",NULL,"izar-square-p-led-podvesnoi-svetodiodnyi-svetilnik","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"46","RING LED Светодиодная подвесная модульная система","Светодиодная модульная система в традиционном дизайне, сочетающая в себе удобный монтаж, возможность выстраивания различной геометрии осветительной системы и комфортный свет без слепящего эффекта.","4","Особенности  Установка Подвешивается на стальных тросах к потолку или устанавливается непосредственно на опорную поверхность. Минимальное необходимое число подвесов при установке в линию n = N + 1, где n — число подвесов, N — число светильников в линию. По одному подвесу в стыковочных узлах замкнутого контура.   Конструкция Корпус светильника изготовлен из алюминиевого профиля, окрашенного белой порошковой краской. Торцевые крышки, соединительные элементы, комплекты подвесов и питания заказываются отдельно.   Оптическая часть Профилированный матовый рассеиватель из ПММА. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Металлизированные решетки входят в комплект поставки. Торцевые крышки, соединительные элементы, комплекты питания и подвесы заказываются отдельно.Минимально необходимое количество подвесов при установке в линию n = N+1, где n – число подвесов, N – число светильников, установленных в линию. По одному подвесу в стыковочных узлах замкнутого контура.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/48/74/4874104e66571228331006f1529f4ab5.png",NULL,"ring-led-svetodiodnaia-podvesnaia-modulnaia-sistema","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"47","VIGO Светильники VIGO прямого-отраженного света","Подвесная система прямого-отраженного света для освещения офисных и учебных помещений, переговорных и кабинетов. Светильники создают окружающий, отраженный от потолка свет. Строгий классический дизайн впишется почти в любой офисный интерьер.","4","Особенности  Установка Монтируется на поверхность потолка на тросовых подвесах. система подвесов входит в комплект. Под заказ возможны: Комплект подвеса Y образный (2 м) – 2901000210; Комплект подвеса Y образный для потолка Армстронг – 2901000220.   Конструкция Корпус изготовлен из алюминиевого профиля, окрашен порошковой краской. В корпусе установлен пускорегулирующий аппарат.   Оптическая часть Светильник прямого — отраженного света. Бипараболическая решетка из матового анодированного алюминия марки MIRO.   Тип источника света ЛЛ   Комплектация Система подвесов входит в комплект. Под заказ возможны: Комплект подвеса Y образный (2 м) – 2901000210; Комплект подвеса Y образный для потолка Армстронг – 901000220.","https://www.ltcompany.com/media/cache/82/cd/82cd15604be807fe8797ad75aad5d302.png",NULL,"vigo-svetilniki-vigo-priamogo-otrazhennogo-sveta","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"48","RING Подвесная модульная система","Модульная система под линейные люминесцентные лампы на базе алюминиевого профиля круглого сечения. Благодаря наличию различных соединительных элементов возможно выстраивание различной геометрии осветительной установки.","4","Особенности  Установка Подвешивается на стальных тросах к потолку или устанавливается непосредственно на опорную поверхность. Минимально необходимое число подвесов при установке в линию n = N+1, где n — число подвесов, N — число светильников в линии. По одному подвесу в стыковочных узлах замкнутого контура.   Конструкция Корпус светильника изготовлен из алюминиевого профиля, окрашенного белой порошковой краской. Торцевые крышки, соединительные элементы, комплекты подвесов заказываются отдельно.   Оптическая часть Алюминиевый отражатель. Белая решетка  из поликарбоната или металлизированная пластиковая решетка (заказываются отдельно). Для RING 118 — 2 решетки; RING 136 — 4 решетки; RING 158 — 5 решеток.   Тип источника света ЛЛ   Комплектация Светильник поставляется без решеток/рассеивателей. Торцевые крышки, соединительные элементы, комплекты подвесов питания и подвесы заказываются отдельно. Минимально необходимое количество подвесов при установке в линию n = N+1, где n – число подвесов, N – число светильников, установленных в линию. По одному подвесу в стыковочных узлах замкнутого контура.","https://www.ltcompany.com/media/cache/4c/f4/4cf43164e7763934bb4459ba1a491f37.png",NULL,"ring-podvesnaia-modulnaia-sistema","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
"49","RIVAL LED Светодиодная подвесная модульная система","Модульная светодиодная система с высокими световыми потоками для создания законченного и лаконичного проекта освещения с возможностью выстраивания сложной геометрии осветительной установки.","4","Особенности  Установка Подвешивается на стальных тросах к потолку или устанавливается непосредственно на опорную поверхность. Минимальное необходимое число подвесов при установке в линию n = N+1, где n — число подвесов, N — число светильников в линии. По одному подвесу в стыковочных узлах замкнутого контура.   Конструкция Корпус светильника изготовлен из алюминиевого профиля, окрашенного белой порошковой краской. Торцевые крышки, соединительные элементы, комплекты подвесов и питания заказываются отдельно.   Оптическая часть Профилированный матовый рассеиватель из ПММА. Тип светодиодов: SMD.   Тип источника света LED   Комплектация Металлизированные решетки входят в комплект поставки. Торцевые крышки, соединительные элементы, комплекты питания и подвесы заказываются отдельно.Минимально необходимое количество подвесов при установке в линию n = N+1, где n – число подвесов, N – число светильников, установленных в линию. По одному подвесу в стыковочных узлах замкнутого контура.   Дополнительная информация Нет значения","https://www.ltcompany.com/media/cache/3a/8c/3a8c896e626e8de48a520cacb903b765.png",NULL,"rival-led-svetodiodnaia-podvesnaia-modulnaia-sistema","Световые технологии",NULL,NULL,"IP20","36","2020-03-08 00:00:00","2020-03-10 07:06:22"
